"Year","Region","value","Unit"
2042,"IAI Area 1",13.5019629204978,"kg CO2eq / kg prim alu"
2042,"IAI Area 2, without Quebec",18.4403472202048,"kg CO2eq / kg prim alu"
2042,"IAI Area 3",11.7620093183792,"kg CO2eq / kg prim alu"
2042,"IAI Area 4&5 without China",27.1838992729649,"kg CO2eq / kg prim alu"
2042,"IAI Area 8",17.9084585691794,"kg CO2eq / kg prim alu"
2042,"UN-EUROPE",8.35312502230359,"kg CO2eq / kg prim alu"
2042,"UN-OCEANIA",19.391244771638,"kg CO2eq / kg prim alu"
2043,"CA-QC",7.26805378422188,"kg CO2eq / kg prim alu"
2043,"CN",22.1537063714699,"kg CO2eq / kg prim alu"
2043,"IAI Area 1",13.4779779110489,"kg CO2eq / kg prim alu"
2043,"IAI Area 2, without Quebec",18.3943661943435,"kg CO2eq / kg prim alu"
2043,"IAI Area 3",11.7481728207592,"kg CO2eq / kg prim alu"
2043,"IAI Area 4&5 without China",27.154065184906,"kg CO2eq / kg prim alu"
2043,"IAI Area 8",17.8742235221326,"kg CO2eq / kg prim alu"
2043,"UN-EUROPE",8.3494866096114,"kg CO2eq / kg prim alu"
2043,"UN-OCEANIA",19.3464498240875,"kg CO2eq / kg prim alu"
2044,"CA-QC",7.26754590754447,"kg CO2eq / kg prim alu"
2044,"CN",22.0750144244017,"kg CO2eq / kg prim alu"
2044,"IAI Area 1",13.4540734134549,"kg CO2eq / kg prim alu"
2044,"IAI Area 2, without Quebec",18.3485615921373,"kg CO2eq / kg prim alu"
2044,"IAI Area 3",11.7343727157851,"kg CO2eq / kg prim alu"
2044,"IAI Area 4&5 without China",27.1242739887849,"kg CO2eq / kg prim alu"
2044,"IAI Area 8",17.840090144207,"kg CO2eq / kg prim alu"
2044,"UN-EUROPE",8.34585535007666,"kg CO2eq / kg prim alu"
2044,"UN-OCEANIA",19.3018091989799,"kg CO2eq / kg prim alu"
2045,"CA-QC",7.26703997952866,"kg CO2eq / kg prim alu"
2045,"CN",21.9967159370687,"kg CO2eq / kg prim alu"
2045,"IAI Area 1",13.430249157457,"kg CO2eq / kg prim alu"
2045,"IAI Area 2, without Quebec",18.3029327366698,"kg CO2eq / kg prim alu"
2045,"IAI Area 3",11.7206089077371,"kg CO2eq / kg prim alu"
2045,"IAI Area 4&5 without China",27.0945256229366,"kg CO2eq / kg prim alu"
2045,"IAI Area 8",17.806058133472,"kg CO2eq / kg prim alu"
2045,"UN-EUROPE",8.3422312296362,"kg CO2eq / kg prim alu"
2045,"UN-OCEANIA",19.2573223646608,"kg CO2eq / kg prim alu"
2046,"CA-QC",7.26653599269768,"kg CO2eq / kg prim alu"
2046,"CN",21.9188089421725,"kg CO2eq / kg prim alu"
2046,"IAI Area 1",13.4065048737037,"kg CO2eq / kg prim alu"
2046,"IAI Area 2, without Quebec",18.2574789536221,"kg CO2eq / kg prim alu"
2046,"IAI Area 3",11.7068813011474,"kg CO2eq / kg prim alu"
2046,"IAI Area 4&5 without China",27.0648200257849,"kg CO2eq / kg prim alu"
2046,"IAI Area 8",17.7721271888935,"kg CO2eq / kg prim alu"
2046,"UN-EUROPE",8.33861423425449,"kg CO2eq / kg prim alu"
2046,"UN-OCEANIA",19.212988791308,"kg CO2eq / kg prim alu"
2047,"CA-QC",7.26603393960344,"kg CO2eq / kg prim alu"
2047,"CN",21.8412914822507,"kg CO2eq / kg prim alu"
2047,"IAI Area 1",13.3828402937475,"kg CO2eq / kg prim alu"
2047,"IAI Area 2, without Quebec",18.2121995712623,"kg CO2eq / kg prim alu"
2047,"IAI Area 3",11.6931898007993,"kg CO2eq / kg prim alu"
2047,"IAI Area 4&5 without China",27.035157135842,"kg CO2eq / kg prim alu"
2047,"IAI Area 8",17.7382970103316,"kg CO2eq / kg prim alu"
2047,"UN-EUROPE",8.33500434992357,"kg CO2eq / kg prim alu"
2047,"UN-OCEANIA",19.1688079509244,"kg CO2eq / kg prim alu"
2048,"CA-QC",7.26553381282642,"kg CO2eq / kg prim alu"
2048,"CN",21.7641616096286,"kg CO2eq / kg prim alu"
2048,"IAI Area 1",13.3592551500423,"kg CO2eq / kg prim alu"
2048,"IAI Area 2, without Quebec",18.167093920436,"kg CO2eq / kg prim alu"
2048,"IAI Area 3",11.6795343117263,"kg CO2eq / kg prim alu"
2048,"IAI Area 4&5 without China",27.0055368917082,"kg CO2eq / kg prim alu"
2048,"IAI Area 8",17.7045672985375,"kg CO2eq / kg prim alu"
2048,"UN-EUROPE",8.33140156266305,"kg CO2eq / kg prim alu"
2048,"UN-OCEANIA",19.1247793173315,"kg CO2eq / kg prim alu"
2049,"CA-QC",7.26503560497557,"kg CO2eq / kg prim alu"
2049,"CN",21.6874173863695,"kg CO2eq / kg prim alu"
2049,"IAI Area 1",13.3357491759396,"kg CO2eq / kg prim alu"
2049,"IAI Area 2, without Quebec",18.1221613345563,"kg CO2eq / kg prim alu"
2049,"IAI Area 3",11.6659147392119,"kg CO2eq / kg prim alu"
2049,"IAI Area 4&5 without China",26.9759592320727,"kg CO2eq / kg prim alu"
2049,"IAI Area 8",17.6709377551513,"kg CO2eq / kg prim alu"
2049,"UN-EUROPE",8.32780585852003,"kg CO2eq / kg prim alu"
2049,"UN-OCEANIA",19.080902366164,"kg CO2eq / kg prim alu"
2050,"CA-QC",7.2645393086882,"kg CO2eq / kg prim alu"
2050,"CN",21.6110568842268,"kg CO2eq / kg prim alu"
2050,"IAI Area 1",13.3123221056865,"kg CO2eq / kg prim alu"
2050,"IAI Area 2, without Quebec",18.0774011495938,"kg CO2eq / kg prim alu"
2050,"IAI Area 3",11.6523309887887,"kg CO2eq / kg prim alu"
2050,"IAI Area 4&5 without China",26.9464240957125,"kg CO2eq / kg prim alu"
2050,"IAI Area 8",17.6374080826991,"kg CO2eq / kg prim alu"
2050,"UN-EUROPE",8.32421722356899,"kg CO2eq / kg prim alu"
2050,"UN-OCEANIA",19.0371765748627,"kg CO2eq / kg prim alu"
