"Year","Age","Technology","Size","Value"
"2050",13,"HEV","Light truck",43124
"2020",14,"HEV","Light truck",45292
"2030",14,"HEV","Light truck",30159
"2040",14,"HEV","Light truck",33450
"2050",14,"HEV","Light truck",39205
"2020",15,"HEV","Light truck",31073
"2030",15,"HEV","Light truck",10319
"2040",15,"HEV","Light truck",28720
"2050",15,"HEV","Light truck",35212
"2020",16,"HEV","Light truck",1589
"2030",16,"HEV","Light truck",10882
"2040",16,"HEV","Light truck",25266
"2050",16,"HEV","Light truck",31361
"2020",17,"HEV","Light truck",0
"2030",17,"HEV","Light truck",8896
"2040",17,"HEV","Light truck",21423
"2050",17,"HEV","Light truck",27766
"2020",18,"HEV","Light truck",0
"2030",18,"HEV","Light truck",7507
"2040",18,"HEV","Light truck",17957
"2050",18,"HEV","Light truck",24259
"2020",19,"HEV","Light truck",0
"2030",19,"HEV","Light truck",8643
"2040",19,"HEV","Light truck",15182
"2050",19,"HEV","Light truck",20888
"2020",20,"HEV","Light truck",0
"2030",20,"HEV","Light truck",10549
"2040",20,"HEV","Light truck",13184
"2050",20,"HEV","Light truck",17595
"2020",21,"HEV","Light truck",0
"2030",21,"HEV","Light truck",11484
"2040",21,"HEV","Light truck",11141
"2050",21,"HEV","Light truck",14640
"2020",22,"HEV","Light truck",0
"2030",22,"HEV","Light truck",11889
"2040",22,"HEV","Light truck",8627
"2050",22,"HEV","Light truck",12095
"2020",23,"HEV","Light truck",0
"2030",23,"HEV","Light truck",12738
"2040",23,"HEV","Light truck",9087
"2050",23,"HEV","Light truck",10865
"2020",24,"HEV","Light truck",0
"2030",24,"HEV","Light truck",13148
"2040",24,"HEV","Light truck",8954
"2050",24,"HEV","Light truck",9947
"2020",25,"HEV","Light truck",0
"2030",25,"HEV","Light truck",9436
"2040",25,"HEV","Light truck",3204
"2050",25,"HEV","Light truck",8934
"2020",26,"HEV","Light truck",0
"2030",26,"HEV","Light truck",510
"2040",26,"HEV","Light truck",3575
"2050",26,"HEV","Light truck",8315
"2020",27,"HEV","Light truck",0
"2030",27,"HEV","Light truck",0
"2040",27,"HEV","Light truck",3092
"2050",27,"HEV","Light truck",7459
"2020",28,"HEV","Light truck",0
"2030",28,"HEV","Light truck",0
"2040",28,"HEV","Light truck",2792
"2050",28,"HEV","Light truck",6690
"2020",29,"HEV","Light truck",0
"2030",29,"HEV","Light truck",0
"2040",29,"HEV","Light truck",3480
"2050",29,"HEV","Light truck",6124
"2020",30,"HEV","Light truck",0
"2030",30,"HEV","Light truck",0
"2040",30,"HEV","Light truck",4653
"2050",30,"HEV","Light truck",5824
"2020",0,"ICEV-D","Light truck",211602
"2030",0,"ICEV-D","Light truck",189851
"2040",0,"ICEV-D","Light truck",174795
"2050",0,"ICEV-D","Light truck",210698
"2020",1,"ICEV-D","Light truck",135139
"2030",1,"ICEV-D","Light truck",193723
"2040",1,"ICEV-D","Light truck",173557
"2050",1,"ICEV-D","Light truck",206774
"2020",2,"ICEV-D","Light truck",83570
"2030",2,"ICEV-D","Light truck",199155
"2040",2,"ICEV-D","Light truck",172424
"2050",2,"ICEV-D","Light truck",199304
"2020",3,"ICEV-D","Light truck",54503
"2030",3,"ICEV-D","Light truck",198797
"2040",3,"ICEV-D","Light truck",169016
"2050",3,"ICEV-D","Light truck",191879
"2020",4,"ICEV-D","Light truck",24345
"2030",4,"ICEV-D","Light truck",201082
"2040",4,"ICEV-D","Light truck",166842
"2050",4,"ICEV-D","Light truck",183480
"2020",5,"ICEV-D","Light truck",44349
"2030",5,"ICEV-D","Light truck",194843
"2040",5,"ICEV-D","Light truck",163400
"2050",5,"ICEV-D","Light truck",175646
"2020",6,"ICEV-D","Light truck",65036
"2030",6,"ICEV-D","Light truck",195420
"2040",6,"ICEV-D","Light truck",159738
"2050",6,"ICEV-D","Light truck",166964
"2020",7,"ICEV-D","Light truck",24803
"2030",7,"ICEV-D","Light truck",189970
"2040",7,"ICEV-D","Light truck",154903
"2050",7,"ICEV-D","Light truck",155896
"2020",8,"ICEV-D","Light truck",19511
"2030",8,"ICEV-D","Light truck",177264
"2040",8,"ICEV-D","Light truck",151053
"2050",8,"ICEV-D","Light truck",145935
"2020",9,"ICEV-D","Light truck",24797
"2030",9,"ICEV-D","Light truck",162973
"2040",9,"ICEV-D","Light truck",146185
"2050",9,"ICEV-D","Light truck",135598
"2020",10,"ICEV-D","Light truck",13611
"2030",10,"ICEV-D","Light truck",153736
"2040",10,"ICEV-D","Light truck",136857
"2050",10,"ICEV-D","Light truck",126337
"2020",11,"ICEV-D","Light truck",7770
"2030",11,"ICEV-D","Light truck",91600
"2040",11,"ICEV-D","Light truck",130079
"2050",11,"ICEV-D","Light truck",116805
"2020",12,"ICEV-D","Light truck",15
"2030",12,"ICEV-D","Light truck",52324
"2040",12,"ICEV-D","Light truck",123461
"2050",12,"ICEV-D","Light truck",107135
"2020",13,"ICEV-D","Light truck",22
"2030",13,"ICEV-D","Light truck",31845
"2040",13,"ICEV-D","Light truck",115006
"2050",13,"ICEV-D","Light truck",98002
"2020",14,"ICEV-D","Light truck",3270
"2030",14,"ICEV-D","Light truck",13239
"2040",14,"ICEV-D","Light truck",108276
"2050",14,"ICEV-D","Light truck",90045
"2020",15,"ICEV-D","Light truck",4446
"2030",15,"ICEV-D","Light truck",22337
"2040",15,"ICEV-D","Light truck",97165
"2050",15,"ICEV-D","Light truck",81672
"2020",16,"ICEV-D","Light truck",4260
"2030",16,"ICEV-D","Light truck",30183
"2040",16,"ICEV-D","Light truck",89800
"2050",16,"ICEV-D","Light truck",73572
"2020",17,"ICEV-D","Light truck",4114
"2030",17,"ICEV-D","Light truck",10674
"2040",17,"ICEV-D","Light truck",80948
"2050",17,"ICEV-D","Light truck",66157
"2020",18,"ICEV-D","Light truck",3100
"2030",18,"ICEV-D","Light truck",7746
"2040",18,"ICEV-D","Light truck",69687
"2050",18,"ICEV-D","Light truck",59519
"2020",19,"ICEV-D","Light truck",3131
"2030",19,"ICEV-D","Light truck",9046
"2040",19,"ICEV-D","Light truck",58866
"2050",19,"ICEV-D","Light truck",52924
"2020",20,"ICEV-D","Light truck",2586
"2030",20,"ICEV-D","Light truck",4543
"2040",20,"ICEV-D","Light truck",50808
"2050",20,"ICEV-D","Light truck",45333
"2020",21,"ICEV-D","Light truck",2598
"2030",21,"ICEV-D","Light truck",2368
"2040",21,"ICEV-D","Light truck",27649
"2050",21,"ICEV-D","Light truck",39353
"2020",22,"ICEV-D","Light truck",643
"2030",22,"ICEV-D","Light truck",4
"2040",22,"ICEV-D","Light truck",14463
"2050",22,"ICEV-D","Light truck",34204
"2020",23,"ICEV-D","Light truck",1710
"2030",23,"ICEV-D","Light truck",6
"2040",23,"ICEV-D","Light truck",8899
"2050",23,"ICEV-D","Light truck",32213
"2020",24,"ICEV-D","Light truck",1219
"2030",24,"ICEV-D","Light truck",953
"2040",24,"ICEV-D","Light truck",3823
"2050",24,"ICEV-D","Light truck",31338
"2020",25,"ICEV-D","Light truck",1321
"2030",25,"ICEV-D","Light truck",1356
"2040",25,"ICEV-D","Light truck",6747
"2050",25,"ICEV-D","Light truck",29417
"2020",26,"ICEV-D","Light truck",1263
"2030",26,"ICEV-D","Light truck",1375
"2040",26,"ICEV-D","Light truck",9645
"2050",26,"ICEV-D","Light truck",28763
"2020",27,"ICEV-D","Light truck",1039
"2030",27,"ICEV-D","Light truck",1405
"2040",27,"ICEV-D","Light truck",3608
"2050",27,"ICEV-D","Light truck",27430
"2020",28,"ICEV-D","Light truck",749
"2030",28,"ICEV-D","Light truck",1132
"2040",28,"ICEV-D","Light truck",2802
"2050",28,"ICEV-D","Light truck",25270
"2020",29,"ICEV-D","Light truck",583
"2030",29,"ICEV-D","Light truck",1238
"2040",29,"ICEV-D","Light truck",3543
"2050",29,"ICEV-D","Light truck",23109
"2020",30,"ICEV-D","Light truck",563
"2030",30,"ICEV-D","Light truck",1120
"2040",30,"ICEV-D","Light truck",1949
"2050",30,"ICEV-D","Light truck",21846
"2020",0,"ICEV-G","Light truck",5843571
"2030",0,"ICEV-G","Light truck",5181997
"2040",0,"ICEV-G","Light truck",5130780
"2050",0,"ICEV-G","Light truck",5694574
"2020",1,"ICEV-G","Light truck",6257382
"2030",1,"ICEV-G","Light truck",5189492
"2040",1,"ICEV-G","Light truck",5099015
"2050",1,"ICEV-G","Light truck",5642718
"2020",2,"ICEV-G","Light truck",6302677
"2030",2,"ICEV-G","Light truck",5237833
"2040",2,"ICEV-G","Light truck",5054728
"2050",2,"ICEV-G","Light truck",5572148
"2020",3,"ICEV-G","Light truck",5933029
"2030",3,"ICEV-G","Light truck",5205878
"2040",3,"ICEV-G","Light truck",4963685
"2050",3,"ICEV-G","Light truck",5489420
"2020",4,"ICEV-G","Light truck",5963687
"2030",4,"ICEV-G","Light truck",5186352
"2040",4,"ICEV-G","Light truck",4907809
"2050",4,"ICEV-G","Light truck",5364706
"2020",5,"ICEV-G","Light truck",6370059
"2030",5,"ICEV-G","Light truck",5013852
"2040",5,"ICEV-G","Light truck",4804532
"2050",5,"ICEV-G","Light truck",5194326
"2020",6,"ICEV-G","Light truck",4464621
"2030",6,"ICEV-G","Light truck",4927313
"2040",6,"ICEV-G","Light truck",4703973
"2050",6,"ICEV-G","Light truck",5008397
"2020",7,"ICEV-G","Light truck",4443171
"2030",7,"ICEV-G","Light truck",4816388
"2040",7,"ICEV-G","Light truck",4587673
"2050",7,"ICEV-G","Light truck",4773021
"2020",8,"ICEV-G","Light truck",4026244
"2030",8,"ICEV-G","Light truck",4647861
"2040",8,"ICEV-G","Light truck",4469472
"2050",8,"ICEV-G","Light truck",4523728
"2020",9,"ICEV-G","Light truck",3369539
"2030",9,"ICEV-G","Light truck",4475021
"2040",9,"ICEV-G","Light truck",4308866
"2050",9,"ICEV-G","Light truck",4276972
"2020",10,"ICEV-G","Light truck",3219294
"2030",10,"ICEV-G","Light truck",4466827
"2040",10,"ICEV-G","Light truck",4092642
"2050",10,"ICEV-G","Light truck",4002550
"2020",11,"ICEV-G","Light truck",2856379
"2030",11,"ICEV-G","Light truck",4475543
"2040",11,"ICEV-G","Light truck",3861933
"2050",11,"ICEV-G","Light truck",3729988
"2020",12,"ICEV-G","Light truck",3266667
"2030",12,"ICEV-G","Light truck",4179585
"2040",12,"ICEV-G","Light truck",3632974
"2050",12,"ICEV-G","Light truck",3433825
"2020",13,"ICEV-G","Light truck",3973164
"2030",13,"ICEV-G","Light truck",3671618
"2040",13,"ICEV-G","Light truck",3369595
"2050",13,"ICEV-G","Light truck",3146716
"2020",14,"ICEV-G","Light truck",4288337
"2030",14,"ICEV-G","Light truck",3435148
"2040",14,"ICEV-G","Light truck",3124605
"2050",14,"ICEV-G","Light truck",2895946
"2020",15,"ICEV-G","Light truck",4147558
"2030",15,"ICEV-G","Light truck",3398135
"2040",15,"ICEV-G","Light truck",2797507
"2050",15,"ICEV-G","Light truck",2625551
"2020",16,"ICEV-G","Light truck",3767627
"2030",16,"ICEV-G","Light truck",2194629
"2040",16,"ICEV-G","Light truck",2533315
"2050",16,"ICEV-G","Light truck",2368719
"2020",17,"ICEV-G","Light truck",3321216
"2030",17,"ICEV-G","Light truck",2025284
"2040",17,"ICEV-G","Light truck",2296238
"2050",17,"ICEV-G","Light truck",2142188
"2020",18,"ICEV-G","Light truck",2946308
"2030",18,"ICEV-G","Light truck",1693170
"2040",18,"ICEV-G","Light truck",2044355
"2050",18,"ICEV-G","Light truck",1925436
"2020",19,"ICEV-G","Light truck",2504257
"2030",19,"ICEV-G","Light truck",1301948
"2040",19,"ICEV-G","Light truck",1808509
"2050",19,"ICEV-G","Light truck",1705526
"2020",20,"ICEV-G","Light truck",2078508
"2030",20,"ICEV-G","Light truck",1138117
"2040",20,"ICEV-G","Light truck",1651688
"2050",20,"ICEV-G","Light truck",1482184
"2020",21,"ICEV-G","Light truck",1524367
"2030",21,"ICEV-G","Light truck",922291
"2040",21,"ICEV-G","Light truck",1511473
"2050",21,"ICEV-G","Light truck",1277407
"2020",22,"ICEV-G","Light truck",1393881
"2030",22,"ICEV-G","Light truck",965909
"2040",22,"ICEV-G","Light truck",1292609
"2050",22,"ICEV-G","Light truck",1100439
"2020",23,"ICEV-G","Light truck",1161726
"2030",23,"ICEV-G","Light truck",1187749
"2040",23,"ICEV-G","Light truck",1148017
"2050",23,"ICEV-G","Light truck",1031901
"2020",24,"ICEV-G","Light truck",1080674
"2030",24,"ICEV-G","Light truck",1324653
"2040",24,"ICEV-G","Light truck",1109842
"2050",24,"ICEV-G","Light truck",988736
"2020",25,"ICEV-G","Light truck",950464
"2030",25,"ICEV-G","Light truck",1340186
"2040",25,"ICEV-G","Light truck",1148460
"2050",25,"ICEV-G","Light truck",926011
"2020",26,"ICEV-G","Light truck",910050
"2030",26,"ICEV-G","Light truck",1287976
"2040",26,"ICEV-G","Light truck",784699
"2050",26,"ICEV-G","Light truck",887158
"2020",27,"ICEV-G","Light truck",781357
"2030",27,"ICEV-G","Light truck",1201168
"2040",27,"ICEV-G","Light truck",766117
"2050",27,"ICEV-G","Light truck",850738
"2020",28,"ICEV-G","Light truck",656852
"2030",28,"ICEV-G","Light truck",1140290
"2040",28,"ICEV-G","Light truck",685394
"2050",28,"ICEV-G","Light truck",810524
"2020",29,"ICEV-G","Light truck",567728
"2030",29,"ICEV-G","Light truck",1049222
"2040",29,"ICEV-G","Light truck",570538
"2050",29,"ICEV-G","Light truck",776214
"2020",30,"ICEV-G","Light truck",611199
"2030",30,"ICEV-G","Light truck",953830
"2040",30,"ICEV-G","Light truck",546271
"2050",30,"ICEV-G","Light truck",776460
"2020",0,"PHEV","Light truck",63727
"2030",0,"PHEV","Light truck",109084
"2040",0,"PHEV","Light truck",115734
"2050",0,"PHEV","Light truck",134706
"2020",1,"PHEV","Light truck",44399
"2030",1,"PHEV","Light truck",108399
"2040",1,"PHEV","Light truck",114817
"2050",1,"PHEV","Light truck",131579
"2020",2,"PHEV","Light truck",39224
"2030",2,"PHEV","Light truck",106896
"2040",2,"PHEV","Light truck",114289
"2050",2,"PHEV","Light truck",128572
"2020",3,"PHEV","Light truck",19737
"2030",3,"PHEV","Light truck",104764
"2040",3,"PHEV","Light truck",111872
"2050",3,"PHEV","Light truck",124008
"2020",4,"PHEV","Light truck",23123
"2030",4,"PHEV","Light truck",105054
"2040",4,"PHEV","Light truck",108337
"2050",4,"PHEV","Light truck",118627
"2020",5,"PHEV","Light truck",14117
"2030",5,"PHEV","Light truck",102129
"2040",5,"PHEV","Light truck",103986
"2050",5,"PHEV","Light truck",113138
"2020",6,"PHEV","Light truck",0
"2030",6,"PHEV","Light truck",88698
"2040",6,"PHEV","Light truck",99530
"2050",6,"PHEV","Light truck",106977
"2020",7,"PHEV","Light truck",0
"2030",7,"PHEV","Light truck",75404
"2040",7,"PHEV","Light truck",94148
"2050",7,"PHEV","Light truck",100580
"2020",8,"PHEV","Light truck",0
"2030",8,"PHEV","Light truck",60517
"2040",8,"PHEV","Light truck",88828
"2050",8,"PHEV","Light truck",94508
"2020",9,"PHEV","Light truck",0
"2030",9,"PHEV","Light truck",59074
"2040",9,"PHEV","Light truck",82981
"2050",9,"PHEV","Light truck",88179
"2020",10,"PHEV","Light truck",0
"2030",10,"PHEV","Light truck",44904
"2040",10,"PHEV","Light truck",77297
"2050",10,"PHEV","Light truck",81792
"2020",11,"PHEV","Light truck",0
"2030",11,"PHEV","Light truck",28990
"2040",11,"PHEV","Light truck",71395
"2050",11,"PHEV","Light truck",75389
"2020",12,"PHEV","Light truck",0
"2030",12,"PHEV","Light truck",23646
"2040",12,"PHEV","Light truck",65001
"2050",12,"PHEV","Light truck",69282
"2020",13,"PHEV","Light truck",0
"2030",13,"PHEV","Light truck",11103
"2040",13,"PHEV","Light truck",59449
"2050",13,"PHEV","Light truck",63287
"2020",14,"PHEV","Light truck",0
"2030",14,"PHEV","Light truck",12108
"2040",14,"PHEV","Light truck",55486
"2050",14,"PHEV","Light truck",57045
"2020",15,"PHEV","Light truck",0
"2030",15,"PHEV","Light truck",6845
"2040",15,"PHEV","Light truck",49957
"2050",15,"PHEV","Light truck",50708
"2020",16,"PHEV","Light truck",0
"2030",16,"PHEV","Light truck",0
"2040",16,"PHEV","Light truck",39980
"2050",16,"PHEV","Light truck",44724
"2020",17,"PHEV","Light truck",0
"2030",17,"PHEV","Light truck",0
"2040",17,"PHEV","Light truck",31516
"2050",17,"PHEV","Light truck",39229
"2020",18,"PHEV","Light truck",0
"2030",18,"PHEV","Light truck",0
"2040",18,"PHEV","Light truck",23336
"2050",18,"PHEV","Light truck",34147
"2020",19,"PHEV","Light truck",0
"2030",19,"PHEV","Light truck",0
"2040",19,"PHEV","Light truck",20930
"2050",19,"PHEV","Light truck",29309
"2020",20,"PHEV","Light truck",0
"2030",20,"PHEV","Light truck",0
"2040",20,"PHEV","Light truck",14556
"2050",20,"PHEV","Light truck",24980
"2020",21,"PHEV","Light truck",0
"2030",21,"PHEV","Light truck",0
"2040",21,"PHEV","Light truck",8583
"2050",21,"PHEV","Light truck",21073
"2020",22,"PHEV","Light truck",0
"2030",22,"PHEV","Light truck",0
"2040",22,"PHEV","Light truck",6411
"2050",22,"PHEV","Light truck",17569
"2020",23,"PHEV","Light truck",0
"2030",23,"PHEV","Light truck",0
"2040",23,"PHEV","Light truck",3043
"2050",23,"PHEV","Light truck",16245
"2020",24,"PHEV","Light truck",0
"2030",24,"PHEV","Light truck",0
"2040",24,"PHEV","Light truck",3429
"2050",24,"PHEV","Light truck",15667
"2020",25,"PHEV","Light truck",0
"2030",25,"PHEV","Light truck",0
"2040",25,"PHEV","Light truck",2027
"2050",25,"PHEV","Light truck",14755
"2020",26,"PHEV","Light truck",0
"2030",26,"PHEV","Light truck",0
"2040",26,"PHEV","Light truck",0
"2050",26,"PHEV","Light truck",12493
"2020",27,"PHEV","Light truck",0
"2030",27,"PHEV","Light truck",0
"2040",27,"PHEV","Light truck",0
"2050",27,"PHEV","Light truck",10419
"2020",28,"PHEV","Light truck",0
"2030",28,"PHEV","Light truck",0
"2040",28,"PHEV","Light truck",0
"2050",28,"PHEV","Light truck",8256
"2020",29,"PHEV","Light truck",0
"2030",29,"PHEV","Light truck",0
"2040",29,"PHEV","Light truck",0
"2050",29,"PHEV","Light truck",8015
"2020",30,"PHEV","Light truck",0
"2030",30,"PHEV","Light truck",0
"2040",30,"PHEV","Light truck",0
"2050",30,"PHEV","Light truck",6105
