"Material","Scenario","rec_scen","Case","Year","value","Type"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2045,2190802391.25117,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2046,3726951082.75276,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2046,2540526159.90632,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2046,230274524.403406,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2046,2422284215.88452,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2046,741890996.651072,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2046,1876994034.95716,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2046,1805608056.561,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2046,3704453247.55532,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2046,2284375355.2107,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2046,4540751361.79342,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2046,243927799.737958,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2046,2526612283.57068,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2046,10657718539.6925,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2046,8678195756.40461,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2046,845180958.633253,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2046,2108959875.42375,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2046,2747744432.04101,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2046,6946825860.79025,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2046,5693030566.048,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2046,3337597472.31586,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2046,6943912341.58881,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2046,13835860269.9721,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2046,887754530.45298,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2046,2181792216.10458,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2047,3757779381.18382,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2047,2560774241.15595,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2047,232421995.404483,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2047,2444017071.2683,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2047,748500205.028204,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2047,1892370869.36249,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2047,1820952628.74684,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2047,3736661031.72558,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2047,2303216784.22087,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2047,4577052850.12429,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2047,246158317.075096,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2047,2549106200.7076,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2047,11066744232.1693,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2047,8766663010.39345,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2047,869659801.427475,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2047,2107118107.75566,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2047,2772222981.58594,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2047,6937057066.22056,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2047,6019696602.87103,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2047,3303082926.32218,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2047,7138790478.41957,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2047,14221258760.1168,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2047,914872313.504421,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2047,2183135574.9825,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2048,3757763347.10851,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2048,2559923372.25081,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2048,232633611.392051,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2048,2445881022.44079,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2048,748937902.032837,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2048,1892087970.65979,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2048,1821339134.89436,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2048,3738090583.8235,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2048,2303150627.17603,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2048,4575745190.64543,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2048,246339431.637192,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2048,2550890784.89825,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2048,11430407564.1527,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2048,8863929895.65176,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2048,892827829.219498,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2048,2105762082.98495,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2048,2773844081.6031,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2048,6949978136.36554,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2048,6306690099.31101,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2048,3248187022.70781,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2048,7317617746.94161,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2048,14574602959.6481,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2048,940324947.937699,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2048,2184093003.67934,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2049,3798895587.47914,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2049,2587085433.32422,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2049,235415608.095175,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2049,2474151511.57108,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2049,757607688.35354,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2049,1912559814.62874,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2049,1841674909.75385,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2049,3780356584.75272,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2049,2328307126.76418,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2049,4624483192.34011,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2049,249242167.028776,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2049,2580213895.33962,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2049,11820247893.2953,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2049,9018842625.77183,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2049,919097663.275403,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2049,2105954420.81397,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","CL100","Closed loop",2049,2805954401.30941,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","CL100","Closed loop",2049,7021467674.73082,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","CL100","Closed loop",2049,6589043862.74714,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","CL100","Closed loop",2049,3178091517.9856,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","CL100","Closed loop",2049,7524277746.71014,"Internal secondary material recovery"
"Other steels","No Lightweighting","CL100","Closed loop",2049,14983133124.7179,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","CL100","Closed loop",2049,968793433.279511,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","CL100","Closed loop",2049,2185920428.39089,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","BAU","Business-as-usual",2050,3836470312.15373,"Internal secondary material recovery"
"Other steels","Steel Intensive","BAU","Business-as-usual",2050,2611732684.38434,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","BAU","Business-as-usual",2050,237962937.500051,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","BAU","Business-as-usual",2050,2500275575.76798,"Internal secondary material recovery"
"HSS/AHSS","Aluminum Maximum","BAU","Business-as-usual",2050,765556648.667862,"Internal secondary material recovery"
"Other steels","Aluminum Maximum","BAU","Business-as-usual",2050,1931128234.56726,"Internal secondary material recovery"
"Wrought Aluminum","Aluminum Maximum","BAU","Business-as-usual",2050,1860285475.92377,"Internal secondary material recovery"
"Cast Aluminum","Aluminum Maximum","BAU","Business-as-usual",2050,3819049587.11157,"Internal secondary material recovery"
"HSS/AHSS","No Lightweighting","BAU","Business-as-usual",2050,2351280521.07359,"Internal secondary material recovery"
"Other steels","No Lightweighting","BAU","Business-as-usual",2050,4668816493.11585,"Internal secondary material recovery"
"Wrought Aluminum","No Lightweighting","BAU","Business-as-usual",2050,251896341.364397,"Internal secondary material recovery"
"Cast Aluminum","No Lightweighting","BAU","Business-as-usual",2050,2607303677.51886,"Internal secondary material recovery"
"HSS/AHSS","Steel Intensive","CL100","Closed loop",2050,12217373308.053,"Internal secondary material recovery"
"Other steels","Steel Intensive","CL100","Closed loop",2050,9169370116.89347,"Internal secondary material recovery"
"Wrought Aluminum","Steel Intensive","CL100","Closed loop",2050,945728372.675583,"Internal secondary material recovery"
"Cast Aluminum","Steel Intensive","CL100","Closed loop",2050,2106851556.27517,"Internal secondary material recovery"
