"Year","Value","Data_type","Region","Source","Unit","Aeo_year","Aeo_case"
2019,11.311355,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2020,7.69866,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2021,6.114328,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2022,4.946695,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2023,6.196757,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2024,6.382216,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2025,7.221659,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2026,7.396099,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2027,7.947471,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2028,7.978995,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2029,7.708601,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2030,7.700519,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2031,7.827821,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2032,7.98736,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2033,8.281446,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2034,9.897552,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2035,10.813517,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2036,11.948475,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2037,12.12901,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2038,13.112015,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2039,13.953973,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2040,14.457315,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2041,15.337193,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2042,15.83892,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2043,16.481268,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2044,16.458832,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2045,16.297573,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2046,16.479828,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2047,16.531677,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2048,16.858097,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2049,17.717453,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2050,18.047756,"Electricity Generation","Western Electricity Coordinating Council / Rockies","Natural Gas","billion kilowatthours",2018,"REF"
2016,70.346809,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2017,63.300297,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2018,70.923477,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2019,78.851662,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2020,77.777672,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2021,74.511917,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2022,74.681702,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2023,75.886734,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2024,76.853645,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2025,77.161583,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2026,77.929817,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2027,79.000679,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2028,79.775215,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2029,79.880348,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2030,80.184708,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2031,81.044838,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2032,80.314667,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2033,79.485397,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2034,77.923538,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2035,76.673523,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2036,75.886299,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2037,75.179749,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2038,67.169479,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2039,64.958138,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2040,66.366409,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2041,67.094109,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2042,67.693848,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2043,69.074455,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2044,68.939774,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2045,70.274727,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2046,70.111267,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2047,71.230179,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2048,71.892883,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2049,72.427513,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2050,73.14077,"Electricity Generation","Western Electricity Coordinating Council/ Southwest","Natural Gas","billion kilowatthours",2018,"REF"
2016,42.0994,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2017,31.208775,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2018,39.282448,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2019,37.995415,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2020,24.552494,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2021,25.888287,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2022,23.365376,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2023,26.916933,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2024,20.159674,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2025,20.836536,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2026,21.45372,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2027,20.922836,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2028,21.561537,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2029,20.657476,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2030,20.067247,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2031,19.439598,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2032,19.164574,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2033,18.355686,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2034,25.304901,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2035,26.087479,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2036,26.785511,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2037,27.507252,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2038,27.778439,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2039,27.528368,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2040,28.512094,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2041,28.140108,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
2042,26.92001,"Electricity Generation","Western Electricity / Northwest Power Pool","Natural Gas","billion kilowatthours",2018,"REF"
